09/17/1908,17:18,"Fort Myer, Virginia",Military – U.S.  Army,,Demonstration,Wright Flyer III,,1,2,1,0,"During a demonstration flight,0
02/03/1930,,"Hartford, Connecticut",Colonial Air Transport,,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,,,1,1
02/10/1930,,"Marden, England",Air Union,,,Farman F-63,F-FHMY,,2,2,0,
04/18/1930,c:17:00,"Jersey City, New Jersey",Canadian Colonial Airways,,"Albany, NY - Jersey City, NJ",Fairchild 71,,634,4,4
05/10/1930,,Buenos Aires,Aeropostale,,,Latecoere 28,F-AJPD,,4,3,0,,
06/05/1930,,"Boston, Massachusetts",Colonial Air Transport,,,Ford Tri-Motor 5,NC9675,5-AT-033,15,1,0,Crashed into Boston Harbor after loosing the right  engine on takeoff.
07/07/1930,,"Bornholm, Denmark",Deutsche Lufthansa,,Stettin - Norway,Dornier Wal,D-864,44,8,5,0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours
07/10/1930,,"Arkansas Pass, Texas",Cross Airways,,,Lockheed Vega 5,NC-394H,87,5,5,0,"The aircraft exploded in the air at an altitude of 4
08/22/1930,,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,,Prague - Brun -  Pressburg,Ford 5-AT-C Tri Motor,OK-FOR,5-AT-050,11,10,0,"Crashed while the pilot attempted to make an  emergency landing in fog
09/11/1930,,"Croydon, England",Sabena,,,Sabca F-VII,OO-AIN,,2,2,0,
09/25/1930,,"Southesk, Saskatchewan, Canada",Western Canada Airways,,Calgary - Moosejaw,,,,3,3,0
10/05/1930,02:05,"Near Beauvais, France",Military - British Air Ministry,,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,G-FAAW,R-101,54,48
10/06/1930,09:45,"Dresden, Germany",Deutsche Lufthansa,,Berlin - Vienna,Messerschmitt M-20B,D-1930,443,8,8,0,Crashed into hill while attempting to land.
10/12/1930,,"La Rache, Morocco",Aeropostale,,Casablanca - Bahat - Toulouse,Latecoere 28,F-AJUU,,4,4,0,The french postal plane crashed into mountains.
10/28/1930,,"Prince Rupert, BC, Canada",Alaska-Washington Airways,,,Lockheed Vega,NC103W,120,3,3,0
10/30/1930,,"Near Neufchatel, France",Imperial Airways,,"Paris, France - London, England",Handley Page W-8,G-EBIX,W8-7,6,3
10/30/1930,,"Brookston, Indiana",Embry Riddle Company,,,Pitcairn PA-6 Mailwing,,,1,1,0,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.
11/07/1930,,"Off of Santos, Brazil",Syndicato Condor,,,Junkers G-24,P-BAHA,921,9,1,0,Crashed into the sea.
11/18/1930,c: 2:00,"Techachapi Mountains, California",PacifiAir Transport,,"Burbank, CA - Oakland, CA",Boeing 40,NC5340,,3,3
12/09/1930,,"Shanghai, China",China National Aviation Corporation,,Shanghai - Hankow,Loening C-W Air Yaht,,,6,4,0,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.
01/08/1931,,"Melle, Belgium",Sabena,,,Fokker F-VII,OO-AIL,,2,2,0,
01/22/1931,,"Bluff Mountain, Washington",Varney Air Lines,,Portland - Pasco,Boeing 40,NC741K,,1,1,0,The mail plane flew into Bluff Mountain in dense fog.
02/08/1931,,"Wairoa, New Zealand",Dominion Air Lines,,,Desoutter II,ZK-ACA,,1,1,0,
02/20/1931,,"Bagot, Manitoba, Canada",Western Canada Airways,,Winnigeg - Moosejaw,Fokker Universal F-14,,,3,2,0
02/24/1931,,Off Spain,Aeropostale,,,Latecoere 32,F-AITX,,3,1,0,,
03/21/1931,,"New South Wales, Australia",Australian National Airways,,,Avro 10,VH-UMF,241,8,8,0,Wreckage found 10/26/1958.
03/31/1931,10:45,"Bazaar, Kansas",Trans Continental and Western Air,599,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,NC-999,1063,8,8,0,"Shortly after taking off from Kansas City
04/14/1931,,"Near Letschen, Germany",Deutsche Lufthansa,,,Messerschmitt M-20,D-1928,442,10,2,0,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.
05/05/1931,23:30,"Burbank, California",PacifiAir Transport,,San Diego - Los Angeles,Boeing 40,NC5390,,2,2,0,The mail plane crashed into Las Tunas Canyon while attempting to land at  Burbank Airport in dense fog.
05/22/1931,,"Wampit, Australia",Guiena Airways,,,Junkers W-34,VH-UNR,,1,1,0,
05/24/1931,22:30,"Bellefonte, Pennsylvania",National Air Transport,,,Boeing 95,NC397E,,1,1,0,Crashed into a mountain and burned in poor visibility.
06/07/1931,09:00,"Near Sandoway, Burma",Air Orient,,Saigon - Karachi,Fokker F-VIIB,PH-AEO,5096,4,4,0,Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.
06/11/1931,,"Walbridge, Ohio",Rubner Flying Service,,,Lockheed Vega 2,NC857E,64,3,2,0,A wing buckled as the plane was attempting to land and the plane crashed.
06/13/1931,,"Saarbrucken, Germany",Deutsche Lufthansa,,Cologne - Saarbrucken,Dornier Merkur,D-1455,177,4,4,0,"After circling in fog for half an hour
07/12/1931,,"Chicago, Illinois",Braniff Airlines,,Chicago - Detroit,Lockheed Vega,NC8497,,2,2,0,Engine quit while taking off. The plane crashed from a height of 700 feet. The pilot tried to return to the airport  by banking to the right but did not have sufficient altitude to recover.
07/14/1931,,"Temora, Australia",Australian Aerial Services,,,Lasco Lascowl,VH-UGF,,2,2,0,
07/21/1931,,"Centralia, Illinois",American Airways,,,Pitcairn PA-6 Mailwing,,,1,1,0,
07/24/1931,,"Kurudjevo, Bulgaria",CIDNA,,Constantinople - Budapest,Fokker F-VII,,,7,7,0,The aircraft caught fire in mid air and crashed.
08/09/1931,08:40,"Cincinnati, Ohio",American Airways,,,Ford 5-AT-C Tri Motor,NC9662,5AT-029,6,6,0,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.
09/14/1931,20:00,"Chicago, Illinois",Chicago-Detroit Airways,,,Lockheed Vega,NC606,,1,1,0,Crashed in a severe rainstorm while attempting to land.
09/16/1931,04:00,"Oakland, California",PacifiAir Transport,,"Oakland, CA - Seattle, WA",Boeing 40,NC10347,,4,4
10/06/1931,,"Novia Scotia, Canada",Deutsche Lufthansa,,,Heinkel HE-2,D-1717,334,3,3,0,
10/14/1931,,Brazil,Syndicato Condor,,,Dornier Wal,P-BALSA,107,3,3,0,,
11/05/1931,06:48,"Camden, New Jersey","NY, Phil., Washington AW",,"Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,NC12221,178
11/13/1931,,"Sir Lowry's pass, South Africa",Union Airways,,,De Havilland DH.80,,,3,3,0,
11/23/1931,,"Salt Lake City, Utah",Boeing Air Transport,,,Boeing 40,NC7465,,1,1,0,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark.
11/24/1931,,"Near Tsinan, China",China National Aviation Corporation,,Nanking - Peiking,Stinson,,,3,3,0,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.
11/26/1931,22:30,"Pasco, Washington",Varney Air Lines,,"Portland,  WA - Pasco, WA",Boeing 40,NC10338,,1,1
12/05/1931,,"Kewanee, Illinois",Braniff Airways,,Kansas City - Chicago,Lockheed Vega 5,NC433E,49,6,2,0,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.
12/06/1931,,"Bangkok, Thailand",KLM Royal Dutch Airlines,,,Fokker F-VIIb-3M,PH-AFO,5226,7,5,0,Did not gain altitude while taking off. The landing gear hit the top of a dam and the plane crashed.
12/09/1931,,Off Algiers,Aeropostale,,,CAMS 56,F-AIOX,,2,2,0,,
12/31/1931,,"Springfield, Ohio",American Airways,,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,,,5,4
01/21/1932,,"Colvin Park, Ilinois",Northwest Airways,,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,,,1,1
01/29/1932,,"Lebec, California",Century PacifiLines,,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,,5034,8,8,0
02/01/1932,,"Off Miami, Florida",Bimini Airways,,Miami - Bimini,Fairchild,,,5,5,0,Disappeared while en route on a 45 minute flight.
02/02/1932,,"Marcellus, Michigan",Transamerican Airlines,,Chicago - Kalamazoo,Stearman C-3MB,,,1,1,0,Mail plane crashed.
02/02/1932,,"Rio Vista, California",Boeing Air Transport,,,Boeing 40,NC7470,,2,1,0,Struck an irrigation ditch and caught fire  during landing.
02/27/1932,,"Off Setiba, Brazil",Aeropostale,,,Latecoere 28,F-AJOX,,3,3,0,
03/08/1932,02:00,"Saint Louis, Illinois",Century Air Lines,,Training,Stinson SM-6000B,,,5,2,0,"Crashed into a skeleton of an old windmill
03/19/1932,,"Calimesa, California",American Airways,,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,,1027,7,7
03/21/1932,,"Steubenville, Ohio",Trans Continental and Western Air,,Columbus - McKeesport,Northrop Alpha,,,1,1,0,The mail plane pilot drowned when his parachute tangled in the fuselage and he was dragged into the Ohio River after his plane crashed.
03/29/1932,,Syria,Air Orient,,,Farman F-190,,,3,3,0,,
03/31/1932,,"Bedford, Ohio",National Air Transport,,,Boeing 95,NC191E,,1,1,0,
04/21/1932,,"Fort Wayne, Indiana",Transamerica Airlines,,,Stearman C-3MB,,,1,1,0,
05/03/1932,,"Portland, Oregon",Varney Air Lines,,,Boeing 40,NC830M,,2,2,0,
05/16/1932,,"Burbank, California",PacifiAir Transport,,San Diego - Burbank - Oakland,Boeing 40,NC5589,,3,3,0,Crashed and burned  in fog while attempting to land at Burbank Airport. Both pilots and the radio man were killed.
07/16/1932,,"Mount El Plomo, near Vitacura, Chile",Panagra,,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,NC403H,5-AT-062,9
08/12/1932,,"Beyrouth, Lebanon",Air Orient,,,CAMS 53,F-AIQY,,7,1,0,
08/30/1932,,"Tubergen, Germany",A B Aerotransport,,,Junkers G-23,SE-AAE,,2,2,0,
09/08/1932,c:09:00,"Salt Flats, Texas",American Airways,,El Paso - Dallas,Fokker F-10,NC9716,,4,3,0,The mail plane struck a mountain and burned encountering poor weather conditions.
09/17/1932,,"Selsdon Park, England",Air Union,,,Liore-et-Olivier 213,F-AIFE,,2,1,0,
09/18/1932,,"Byron Bay, Australia",New England Airways,,,De Havilland DH-80,VH-UPM,,3,3,0,
10/12/1932,,"Port Etienne, Mauritania",Aeropostale,,,Latecoere 28,,,1,1,0,
10/26/1932,,"Villa Monte, Bolivia",Lloyd Aero Boliviano,,,Ford Tri-motor 5,,,2,2,0,Former American army flyer Donald Duke was killed when his plane carrying Bolivian army supplies crashed.
10/29/1932,,"Ramsgate, England",Deutsche Lufthansa,,,Junkers W-33,,,2,2,0,The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds.
11/02/1932,,"Echterpfuhl, Germany",Deutsche Lufthansa,,Nuremberg - Frankfort,Junkers F-13,D-724,696,5,5,0,Crashed into mountainous terrain in the Spessart mountains in fog.
11/25/1932,,"Marianna, Arkansas",Hunter Airways,,"Little Rock, AR - Memphis, TN",Travel Air 6000,,,2,2
12/14/1932,,"Amarillo, Texas",Trans Continental and Western Air,,,Ford 5,NC9650,,2,2,0,The mail plane crashed in a snowstorm. The pilot died two days later from his injuries.
12/14/1932,,"Rocky Ridge, Colorado",Boeing Air Transport,,,Boeing 40,NC842M,,1,1,0,
12/26/1932,,"Wau, Australia",Guinea Airways,,,De Havilland DH-60,VH-UMJ,,2,2,0,
01/10/1933,,Algiers,Aeropostale,,,CAMS 53,F-AISV,,1,1,0,,
01/14/1933,,"Newark, New Jersey",Eastern Air Transport,,Test flight,Curtiss Condor 18,NC185H,,2,2,0,Went into a vertical bank and crashed and burned.
01/20/1933,,"Marietta, Georgia",American Airways,,,Stearman 4,N490W,,1,1,0,
01/20/1933,02:07,"Bourne, Texas",American Airways,,Big Springs - San Antonio,Stearman 4,NC11721,,1,1,0,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.
01/24/1933,,"Eugene, Oregon",PacifiAir Transport,,,Ford 5-AT-D,NC431H,5-AT-098,3,1,0,The mail plane crashed while taking off.
03/11/1933,,"Near Mendoza, Argentina",Pan American Grace Airways,,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,NC9723,,2,2
03/25/1933,20:07,"Hayward, California",Varney Airlines,,Burbank - San Francisco,Lockheed Orion 9,NC12226,184,3,3,11,"The aircraft crashed into tops of two houses and smashed into a third
03/28/1933,14:30,"Near Dixmude, Belgium",Imperial Airways,,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,G-AACI,AW-363,15,15
04/03/1933,,"Hemkenrode, Germany",Deutsche Lufthansa,,,Junkers F-13,D-534,,2,1,0,
04/04/1933,12:30,"Off Barnegat, New Jersey",Military - U.S. Navy,,,Goodyear-Zeppelin U.S.S. Akron (airship),ZRS-4,,76,73,0,"While cruising at 1
04/23/1933,,"Mt. Terrione, Italy",Air Orient,,,Cams 33,F-ALCE,29,6,6,0,Crashed into a mountain.
04/29/1933,,"Traunstein, Germany",Eurasia,,,Junkers W-34,D-4,2737,4,4,0,Crashed on a test flight before delivery to Eurasia in China.
05/09/1933,,"Viladrau, Spain",Aeropostale - La Tecoere Company,,Paris - Morroco,Latecoere 28-1,F-AJIX,1701,6,6,0,Crashed while landing in fog.
06/02/1933,,"Bowling Green, Virginia",Eastern Air Transport,,,Pitcairns PA-6,,,1,1,0,The mail plane crashed into a ravine.
08/29/1933,,"Quay, New Mexico",Trans Continental and Western Air,,,Ford 5-AT-B Tri Motor,NC9607,5-AT-005,5,5,0,Crashed during a storm while attempting to make an emergency landing.
09/12/1933,,"Ljubljana, Yugoslavia",Aeroput,,,Farman F-306,YU-SAH,,8,8,0,Crashed during takeoff on the ground of an insane asylum.
10/10/1933,21:00,"Chesterton, Indiana",United Air Lines,,Cleveland - Chicago,Boeing 247-D,NC13304,1685,10,10,0,"While en route to Chicago
10/31/1933,,"Etobon, France",Air France,,,Farman F-301,F-AJMI,,2,2,0,
11/09/1933,22:35,"Portland, Oregon",United Air Lines,,"Seattle, WA - Dallas, TX",Boeing 247,NC13345,,9,4
11/10/1933,,"Moriarty, New Mexico",Trans Continental and Western Air,,,Northrop Delta,NC12292,,1,1,0,
11/20/1933,,"Near Tsinan, China",China National Aviation Corporation,,Canton - Shanghi,Sinson,,,8,8,,Crashed into the Chingshan mountain range in fog.
11/21/1933,15:00,"Near Kharkov, Ukraine, USSR",Kalinin,,Test flight,Kalinin K-7,,,20,14,0
11/24/1933,,"Wedron, Illinois",National Air Transport,,,Boeing 247,NC13324,,2,2,0,
12/11/1933,,"Hamburg, Germany",Deutsche Lufthansa,,Berlin - Hamburg,Focke-Wulf A-17,D-1403,47,8,7,0,Crashed after striking an obstacle while landing in poor visibility.
12/14/1933,,"Eshowe, South Africa",Union Airways,,,Junkers W-34,ZS-AEB,2735,6,4,0,
12/30/1933,,"Near Ruysselede, Belgium",Imperial Airways,,"Brussels, Belgium - Croydon, England",Avro 10,G-ABLU,528,10,10
01/15/1934,18:15,"Corbigny, France",Air France,,Saigon - Paris,Dewoitine D-332,F-AMMY,1,14,14,0,The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named 'Emeraude.'
01/20/1934,,"Carombe, France",Air France,,,Breguet 280T,F-AJKX,,2,2,0,
02/23/1934,02:00,"Near Salt Lake City, Utah",Boeing Aircraft Company,,Salt Lake City - Cheyenne,Boeing 247,NC13357,1739,8,8,0,"Crashed on top of Parley's canyon
02/26/1934,,"Rio de Oro, Morocco",Air France,,,Latécoère 28,F-AJPA,925,6,1,0,
03/06/1934,,"Petersburg, Illinois",American Airways,,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,6606,4,4
03/10/1934,,"Pereira, Colombia",Pan American Airways (Scadta),,Quiddo - Cartago,Sikorsky S-38 Flying Boat,NC-9107,,6,5,0,"Scadta was a Pan Am subsidiary.  It was operating a domestiflight
03/22/1934,,"Near Lima, Peru",Pan American Grace Airlines,,,Ford 5-AT-C Tri-Motor,NC407H,5-AT-066,15,3,0,Crashed on take off due to engine failure.
04/10/1934,,"Ningpo Bay, China",China National Aviation Corporation,,,Sikorsky S-38BB,NV17V,,3,3,0,
05/09/1934,,English Channel,Air France,,"Dieppe, France - New Haven, England",Wibault 282T-12,F-AMPH,8,6,6,0
05/31/1934,05:00,"Croydon, England",Air France,,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,,2,2
06/09/1934,,"Mongaup Mountain, New York",American Airways,,New York - Chicago,Curtiss Condor T-32,NC12354,22,7,7,0,"Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2
06/11/1934,,"Junin, Argentina",Panagra,,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,NC8417,5-AT-055,10,5,0,Crashed into Mar Chiquita Lagoon during a heavy rainstorm.
06/22/1934,,"Chausseehausen, Germany",Deutsche Lufthansa,,,Dornier Merkur,D-1445,176,7,1,0,Weather related.
06/23/1934,06:00,"Burbank, California",Aerevias Centrales Air Service,,Mexico - Burbank,Lockheed Orion,XA-BEJ,,1,1,0,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.
07/09/1934,,"San Bernardino, California",United Air Services,,San Bernardion - Los Angeles,Lockheed Vega,NC32E,,4,3,0,Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.
07/27/1934,,"Near Tuttlingen, Germany",Swissair,,,Curtiss AT-32C Condor,CH-170,53,12,12,0,"The aircraft crashed during a violent storm near the Swiss - Germany border. The plane fell from a height of 3
08/05/1934,,"Bahia, Brazil",Air France,,,Latecoere 26,F-AILK,,2,2,0,
08/10/1934,,"Ningbo, China",China National Aviation Corporation,,,Sikorsky S-38B,,,,,,
08/31/1934,23:42,"Amazonia, Missouri",Rapid Air Transport,6,Omaha - St. Joseph,Stinson  SM-6000B,NC10809,5004,5,5,0,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.
10/03/1934,,"Near Winton, Australia",Qantas,,,de Havilland DH-50A,VH-UHE,,3,3,0,"Crashed after in-flight loss of control
10/19/1934,,"Bass Strait, Australia",Holyman Airways,,Launceston - Melbourne,de Havilland DH-86,VH-URN,2301,11,11,0,Crashed en route during the 265 miles sea route.
11/02/1934,,"Kiapit, Australia",Holdens Air Transport Service,,,De Havilland DH-61,VH-UHW,,4,2,0,
11/15/1934,,"Near Longreach, Australia",Qantas,,,de Havilland DH-86,VH-USG,2311,4,4,0,"Crashed on its delivery flight from England to Brisbane after in-flight loss of control
11/15/1934,,"Near Longreach, NSW, Australia",Qantas,,,de Havilland DH-86,VH-USG,2311,4,4,0
11/15/1934,00:00,"Amazonia, Montana",Rapid Air Transport,,"Omaha, NB - Kansas City, MO",Stinson SM-6000-B,NC10809,,2,2
12/07/1934,,"Salchau, Germany",Deutsche Lufthansa,,,Junkers F-13,D-OMAS,2008,3,3,0,
12/08/1934,05:30,"Columbia, Missouri",Braniff Airlines,,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,,1,1
12/10/1934,07:30,"Palma Soriano, Cuba",Cubana de Aviacion,,Santiago - Havana,Ford 4-AT-E Tri-motor,NM-7,4-AT-63,8,4,0,Crashed into a mountain while en route.
12/20/1934,02:30,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,,"Amsterdam - Batavia, Java",Douglas DC-2-115A,PH-AJU,1317,7,7,0
12/22/1934,02:52,"Sunbright, Tennessee",American Airlines,,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,NC12286,,1,1
01/26/1935,,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,,"Newark, NJ - Columbus, OH",Consolidated Fleetster,NC13212,,1,1
01/31/1935,,"Stettin, Germany",Deruluft,,Koenigberg - Berlin,Junkers JU-52/3m,D-AREN,4051,11,11,0,"Crashed full speed into a hill
03/07/1935,,"Schievelbein, Germany",Deruluft,,,Rochrbach Roland,D-AJYP,45,,3,0,Fuselage failure.
03/15/1935,,"El Arish, Egypt",Misrair,,Jerusalem - Cairo,de Havilland Dragon 1,SU-ABI,6031,6,3,0,"After flying over the airport into a strong headwind
03/29/1935,,"Off Samland, Germany",Deutsche Lufthansa,,,Junkers F-13,D-OHIL,,5,5,0,
04/01/1935,,"Beauvais, France",Air France,,,Farman F-300,F-ALHQ,,3,1,0,"Chief pilot of Air France
04/06/1935,,"Brilon, Germany",KLM Royal Dutch Airlines,,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,PH-AFL,5242,7,7
05/01/1935,,"Near Walsenberg, Colorado",Varney Air Lines,,,Lockheed Vega,NC891E,,1,1,0,"Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo
05/06/1935,03:30,"Atlanta, Missouri",Trans Continental and Western Air,6,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,1295,14,5,0,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility
05/18/1935,18:35,"Flint, Michigan",Knowles Flying Service of Detroit,,Sightseeing,Ford model 4-AT-E,WC-7864,4-AT-49,12,3,0,"While on a sightseeing trip
05/18/1935,00:45,"Near Moscow, Russia",Gor'ky Eskadril'ya,,Demonstration,Tupolev ANT-20 / I-5,CCCP-I20,,50,50,2,"Midair collision with an I-5 fighter at 2
05/27/1935,,"Glendo, Wyoming",Wyoming Air Service,,,Boeing 221,NC725W,,1,1,0,
